ID,標題,作者,年份,期刊,類別,評分,標籤,一行摘要,DOI,URL,來源,加入時間
538,Prediction of lung cancer using volatile biomarkers in breath,,2007,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""cancer diagnosis"", ""呼氣""]",利用呼氣中的揮發性生物標記物預測肺癌的研究。,10.3233/CBM-2007-3204,https://journals.sagepub.com/doi/abs/10.3233/CBM-2007-3204,serper_scholar,2026-04-04 14:01:39
539,Nose-on-chip nanobiosensors for early detection of lung cancer breath biomarkers,,2024,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""nanobiosensors"", ""early detection""]",針對肺癌呼氣生物標記的奈米生物感測器檢測技術回顧。,10.1021/acssensors.4c01524,https://pubs.acs.org/doi/abs/10.1021/acssensors.4c01524,serper_scholar,2026-04-04 14:01:39
540,"Breath biomarkers for lung cancer detection and assessment of smoking related effects—confounding variables, influence of normalization and statistical algorithms",,2010,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""exhaled breath"", ""cancer detection""]",研究肺癌的呼氣生物標記物，評估吸菸相關影響。,,https://www.sciencedirect.com/science/article/pii/S0009898110003840,serper_scholar,2026-04-04 14:01:39
541,"Exhaled breath analysis using electronic nose and gas chromatography–mass spectrometry for non-invasive diagnosis of chronic kidney disease, diabetes mellitus …",,2018,,disease_chronic,5.0,"[""breath analysis"", ""chronic kidney disease"", ""diabetes mellitus"", ""GC-MS"", ""VOC biomarker""]",利用呼氣VOC診斷慢性腎病和糖尿病，高度相關。,,https://www.sciencedirect.com/science/article/pii/S0925400517320920,serper_scholar,2026-04-04 14:01:39
542,The biosensor using the target urine volatile organic compounds for detecting diabetic kidney disease,,2025,,voc_liquid,5.0,"[""urinary VOC"", ""diabetic kidney disease"", ""DKD"", ""metal oxide semiconductors"", ""biosensor""]",利用尿液VOC檢測糖尿病腎病的研究。,,https://www.nature.com/articles/s41598-025-00013-6,serper_scholar,2026-04-04 14:01:39
533,Review of recent developments in determining volatile organic compounds in exhaled breath as biomarkers for lung cancer diagnosis,,2017,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""diagnosis"", ""exhaled breath""]",探討呼氣VOC作為肺癌診斷的生物標記的發展。,,https://www.sciencedirect.com/science/article/pii/S000326701731070X,serper_scholar,2026-04-04 14:01:38
534,Lung cancer biomarkers in exhaled breath,,2011,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""exhaled breath"", ""cancer biomarkers""]",研究呼氣中的肺癌生物標記，具有診斷潛力。,10.1586/erm.10.112,https://www.tandfonline.com/doi/abs/10.1586/erm.10.112,serper_scholar,2026-04-04 14:01:38
535,Identification of lung cancer breath biomarkers based on perioperative breathomics testing: A prospective observational study,,2022,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""breathomics"", ""cancer screening""]",研究肺癌呼氣生物標記，具有疾病診斷和篩查潛力。,,https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(22)00114-6/fulltext,serper_scholar,2026-04-04 14:01:38
536,Detection of lung cancer using weighted digital analysis of breath biomarkers,,2008,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""cancer diagnosis"", ""呼氣分析""]",研究利用呼氣中的VOCs診斷肺癌，具有高度相關性。,,https://www.sciencedirect.com/science/article/pii/S0009898108001083,serper_scholar,2026-04-04 14:01:38
537,Breath profile as composite biomarkers for lung cancer diagnosis,,2021,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""diagnosis"", ""GC-MS""]",研究利用呼氣分析診斷肺癌，具有高度相關性。,,https://www.sciencedirect.com/science/article/pii/S0169500221000386,serper_scholar,2026-04-04 14:01:38
532,Detection of Volatile Organic Compounds as an emerging strategy for Parkinson's disease diagnosis and monitoring,,2025,,voc_breath,5.0,"[""breath analysis"", ""Parkinson's disease"", ""VOC biomarker"", ""diagnosis"", ""monitoring""]",研究帕金森氏症的呼氣VOC，用於診斷和監測。,,https://www.nature.com/articles/s41531-025-00993-2,serper_scholar,2026-04-04 14:01:37
518,Analysis of volatile organic compounds in the exhaled breath for the diagnosis of lung cancer,,2008,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""diagnosis"", ""exhaled breath""]",研究呼氣VOC用於肺癌診斷，具有高度相關性。,,https://www.sciencedirect.com/science/article/pii/S1556086415333529,serper_scholar,2026-04-04 14:01:26
517,Breath analysis for lung cancer early detection—a clinical study,,2023,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC"", ""early detection"", ""clinical study""]",研究呼氣VOC模式用於早期肺癌檢測的臨床研究。,,https://www.mdpi.com/2218-1989/13/12/1197,serper_scholar,2026-04-04 14:01:25
516,… and methodologic challenges of volatile organic compound–based exhaled breath tests for cancer diagnosis: a systematic review and meta-analysis,,2019,,disease_cancer,5.0,"[""breath analysis"", ""cancer diagnosis"", ""VOC biomarker"", ""exhaled breath"", ""systematic review""]",針對癌症診斷的呼氣VOC檢測，進行系統性回顧與Meta分析。,,https://jamanetwork.com/journals/jamaoncology/fullarticle/2696723/,serper_scholar,2026-04-04 14:01:21
515,Diagnostic accuracy of breath tests based on volatile organic compounds for cancer: A systematic review and meta-analysis,,2025,,disease_cancer,5.0,"[""breath analysis"", ""cancer"", ""VOC"", ""diagnosis"", ""meta-analysis""]",評估呼氣VOC在癌症診斷的診斷準確性，具有高度相關性。,,https://www.sciencedirect.com/science/article/pii/S000991202500027X,serper_scholar,2026-04-04 14:01:19
514,Breath VOC analysis and machine learning approaches for disease screening: a review,,2023,,disease_cancer,5.0,"[""breath analysis"", ""cancer screening"", ""VOC biomarker"", ""head and neck cancer"", ""machine learning""]",針對癌症篩檢的呼氣VOC分析與機器學習方法的回顧。,10.1088/1752-7163/acb283/meta,https://iopscience.iop.org/article/10.1088/1752-7163/acb283/meta,serper_scholar,2026-04-04 14:01:16
513,Detecting cancer by breath volatile organic compound analysis: a review of array-based sensors,,2014,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""cancer detection"", ""array-based sensors""]",利用呼氣VOC分析診斷肺癌的文獻回顧。,10.1088/1752-7155/8/2/027112/meta,https://iopscience.iop.org/article/10.1088/1752-7155/8/2/027112/meta,serper_scholar,2026-04-04 14:01:15
512,Breath testing as potential colorectal cancer screening tool,,2016,,disease_cancer,5.0,"[""breath analysis"", ""colorectal cancer"", ""VOC biomarker"", ""screening"", ""cancer detection""]",研究利用呼氣VOC進行大腸癌篩檢，具有高敏感性和特異性。,10.1002/ijc.29701,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.29701,serper_scholar,2026-04-04 14:01:13
511,Detection of volatile organic compounds (VOCs) from exhaled breath as noninvasive methods for cancer diagnosis,,2016,,disease_cancer,5.0,"[""breath analysis"", ""cancer diagnosis"", ""VOC biomarker"", ""exhaled breath"", ""noninvasive""]",研究呼氣VOC用於癌症診斷的非侵入性方法。,10.1007/s00216-015-9200-6,https://link.springer.com/article/10.1007/s00216-015-9200-6,serper_scholar,2026-04-04 14:01:12
510,Exhaled VOC detection in lung cancer screening: a comprehensive meta-analysis,,2024,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""screening"", ""exhaled VOC""]",探討呼氣VOC在肺癌篩檢中的潛力，為非侵入性替代方案。,10.1186/s12885-024-12537-7,https://link.springer.com/article/10.1186/s12885-024-12537-7,serper_scholar,2026-04-04 14:01:09
509,VOC breath biomarkers in lung cancer,,2016,,disease_cancer,5.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""diagnostics"", ""VOCs""]",研究肺癌的呼氣揮發性有機化合物生物標記物，具有高度相關性。,,https://www.sciencedirect.com/science/article/pii/S0009898116302170,serper_scholar,2026-04-04 14:01:08
501,The scent of human diseases: a review on specific volatile organic compounds as diagnostic biomarkers.,,2015,,disease_cancer,5.0,"[""VOC biomarker"", ""disease diagnosis"", ""human odor"", ""cancer"", ""biomarkers""]",探討VOC作為診斷疾病的生物標記，與癌症相關。,,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08825734&AN=100066402&h=V%2FzwH9KvzZzzs4M5LjH1OZXnaH%2BEt4Orb%2Bc7asBTyjSXo0fqRnkF%2F0r0nyPFVGScb%2FzkwrIinNgAKi8UMd%2FreQ%3D%3D&crl=c,serper_scholar,2026-04-04 14:01:05
505,Breath biopsy and discovery of exclusive volatile organic compounds for diagnosis of infectious diseases,,2021,,infection,5.0,"[""breath analysis"", ""infectious diseases"", ""VOC biomarker"", ""diagnosis"", ""breath biopsy""]",研究呼氣VOC用於感染症的診斷和篩查。,10.3389/fcimb.2020.564194/full,https://www.frontiersin.org/journals/cellular-and-infection-microbiology/articles/10.3389/fcimb.2020.564194/full,serper_scholar,2026-04-04 14:01:05
490,Progress and challenges of developing volatile metabolites from exhaled breath as a biomarker platform,,2024,,voc_breath,5.0,"[""breath analysis"", ""VOC biomarker"", ""disease biomarkers"", ""exhaled breath"", ""clinical application""]",綜述呼氣VOC作為疾病生物標記的進展與挑戰。,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11230972/,serper_scholar,2026-04-04 14:01:04
491,Integrated breath volatolomics and metabolomics analyses reveals novel biomarker panels for the diagnosis of chronic obstructive pulmonary disease,,2025,,disease_chronic,5.0,"[""breath analysis"", ""COPD"", ""VOC biomarker"", ""mass spectrometry"", ""metabolomics""]",研究呼氣VOC和代謝體學，用於診斷慢性阻塞性肺病。,,https://www.sciencedirect.com/science/article/pii/S003991402500503X,serper_scholar,2026-04-04 14:01:04
494,Volatile organic compounds in exhaled air as novel marker for disease activity in Crohn's disease: a metabolomic approach,,2015,,disease_chronic,5.0,"[""breath analysis"", ""Crohn's disease"", ""VOC biomarker"", ""exhaled air"", ""metabolomics""]",研究呼氣VOC作為克隆氏症疾病活動的生物標記。,,https://academic.oup.com/ibdjournal/article-abstract/21/8/1776/4602914,serper_scholar,2026-04-04 14:01:04
495,Exhaled breath metabolomics for the diagnosis of pneumonia in intubated and mechanically-ventilated intensive care unit (ICU)-patients,,2017,,infection,5.0,"[""breath analysis"", ""pneumonia"", ""VOC biomarker"", ""ICU"", ""GC-MS""]",研究呼氣VOC用於診斷重症加護病房肺炎患者。,,https://www.mdpi.com/1422-0067/18/2/449,serper_scholar,2026-04-04 14:01:04
496,Breath metabolomics for diagnosis of acute respiratory distress syndrome,,2024,,voc_breath,5.0,"[""breath metabolomics"", ""VOCs"", ""acute respiratory distress syndrome"", ""exhaled breath"", ""biomarkers""]",研究急性呼吸窘迫症候群的呼氣代謝體學診斷方法。,10.1186/s13054-024-04882-7,https://link.springer.com/article/10.1186/s13054-024-04882-7,serper_scholar,2026-04-04 14:01:04
497,Exhaled breath metabolomics as a noninvasive diagnostic tool for acute respiratory distress syndrome,,2014,,voc_breath,5.0,"[""breath analysis"", ""ARDS"", ""VOC biomarker"", ""exhaled breath"", ""metabolomics""]",研究呼氣代謝物作為急性呼吸窘迫症候群的診斷工具。,,https://publications.ersnet.org/content/erj/44/1/188.abstract,serper_scholar,2026-04-04 14:01:04
498,Volatile organic compounds in breath as markers for irritable bowel syndrome: a metabolomic approach,,2016,,voc_breath,5.0,"[""breath analysis"", ""IBS"", ""VOC biomarker"", ""metabolomics"", ""exhaled breath""]",研究呼氣VOC作為腸躁症的生物標記，使用代謝體學方法。,10.1111/apt.13654,https://onlinelibrary.wiley.com/doi/abs/10.1111/apt.13654,serper_scholar,2026-04-04 14:01:04
489,GC-MS-based metabolomics of volatile organic compounds in exhaled breath: Applications in health and disease. A review,,2024,,voc_breath,5.0,"[""breath analysis"", ""GC-MS"", ""VOC biomarker"", ""metabolomics"", ""exhaled breath""]",综述呼气VOC的代谢组学方法及其在健康与疾病中的应用。,10.3389/fmolb.2023.1295955/full,https://www.frontiersin.org/journals/molecular-biosciences/articles/10.3389/fmolb.2023.1295955/full,serper_scholar,2026-04-04 14:01:03
830,Electronic Nose and Its Applications: A Survey,"Diclehan Karakaya, Oguzhan Ulucan, Mehmet Türkan",2019,International Journal of Automation and Computing,sensor_hardware,4.0,"[""electronic nose"", ""sensor"", ""machine learning"", ""hardware"", ""EN""]",本文綜述電子鼻技術及其應用，涵蓋硬體和軟體層面。,10.1007/s11633-019-1212-9,https://doi.org/10.1007/s11633-019-1212-9,openalex,2026-04-04 18:08:35
833,Exhaled breath analysis by use of eNose technology: a novel diagnostic tool for interstitial lung disease,"Catharina C. Moor, Judith Oppenheimer, Gizal Nakshbandi, Joachim G.J.V. Aerts, Paul Brinkman et al.",2020,European Respiratory Journal,sensor_hardware,4.0,"[""eNose"", ""breath analysis"", ""ILD"", ""sensor"", ""diagnosis""]",利用電子鼻技術診斷間質性肺疾病，具有潛在診斷價值。,10.1183/13993003.02042-2020,https://doi.org/10.1183/13993003.02042-2020,openalex,2026-04-04 18:08:35
824,Breath analysis system with convolutional neural network (CNN) for early detection of lung cancer,"Byeongju Lee, Junyeong Lee, Jin-Oh Lee, Yoohwa Hwang, Hyung-Keun Bahn et al.",2024,Sensors and Actuators B Chemical,ai_model,4.0,"[""breath analysis"", ""lung cancer"", ""CNN"", ""AI"", ""early detection""]",利用CNN進行肺癌早期檢測的呼氣分析系統。,10.1016/j.snb.2024.135578,https://doi.org/10.1016/j.snb.2024.135578,openalex,2026-04-04 18:08:30
825,Machine Learning-Based Rapid Detection of Volatile Organic Compounds in a Graphene Electronic Nose,"Nyssa S. S. Capman, Xue Zhen, Justin T. Nelson, V. R. Saran Kumar Chaganti, Raia C. Finc et al.",2022,ACS Nano,sensor_hardware,4.0,"[""electronic nose"", ""graphene"", ""VOC detection"", ""machine learning"", ""sensor array""]",利用石墨烯電子鼻結合機器學習快速檢測多種揮發性有機化合物。,10.1021/acsnano.2c10240,https://doi.org/10.1021/acsnano.2c10240,openalex,2026-04-04 18:08:30
815,Highly selective detection of methanol over ethanol by a handheld gas sensor,"Jan van den Broek, Sebastian Abegg, Sotiris E. Pratsinis, Andreas T. Güntner",2019,Nature Communications,sensor_hardware,4.0,"[""breath analysis"", ""gas sensor"", ""methanol"", ""chemiresistive"", ""handheld""]",開發手持式氣體感測器，用於高選擇性地檢測呼氣中的甲醇。,10.1038/s41467-019-12223-4,https://doi.org/10.1038/s41467-019-12223-4,openalex,2026-04-04 18:08:29
816,Molecular analysis of volatile metabolites released specifically by staphylococcus aureus and pseudomonas aeruginosa,"Wojciech Filipiak, Andreas Sponring, Maria Baur, Anna Filipiak, Clemens Ager et al.",2012,BMC Microbiology,infection,4.0,"[""breath analysis"", ""lung infection"", ""VOC biomarker"", ""bacterial infection"", ""non-invasive""]",研究呼氣中的揮發性代謝物用於早期檢測細菌肺部感染。,10.1186/1471-2180-12-113,https://doi.org/10.1186/1471-2180-12-113,openalex,2026-04-04 18:08:29
820,Blood and breath levels of selected volatile organic compounds in healthy volunteers,"Paweł Mochalski, Julian King, Martin Klieber, Karl Unterkofler, Hartmann Hinterhuber et al.",2013,The Analyst,voc_breath,4.0,"[""breath analysis"", ""VOC"", ""GC-MS"", ""healthy volunteers"", ""exhaled air""]",研究健康人呼氣中VOC的含量與分類，具有臨床應用潛力。,10.1039/c3an36756h,https://doi.org/10.1039/c3an36756h,openalex,2026-04-04 18:08:29
811,Exhaled breath analysis with electronic nose technology for detection of acute liver failure in rats,"Kama A. Wlodzimirow, Ameen Abu‐Hanna, Marcus J. Schultz, M.A.W. Maas, Lieuwe D. J. Bos et al.",2013,Biosensors and Bioelectronics,disease_chronic,4.0,"[""breath analysis"", ""liver failure"", ""electronic nose"", ""rat model"", ""VOC biomarker""]",利用電子鼻檢測大鼠急性肝衰竭的呼氣分析研究。,10.1016/j.bios.2013.09.047,https://doi.org/10.1016/j.bios.2013.09.047,openalex,2026-04-04 18:08:28
813,Recent Applications of Electronic-Nose Technologies for the Noninvasive Early Diagnosis of Gastrointestinal Diseases,A. D. Wilson,2017,,voc_breath,4.0,"[""breath analysis"", ""gastrointestinal diseases"", ""electronic nose"", ""VOC biomarker"", ""noninvasive diagnosis""]",研究電子鼻技術在診斷胃腸疾病方面的應用。,10.3390/ecsa-4-04918,https://doi.org/10.3390/ecsa-4-04918,openalex,2026-04-04 18:08:28
814,"Breath Analysis Using Laser Spectroscopic Techniques: Breath Biomarkers, Spectral Fingerprints, and Detection Limits","Chuji Wang, Peeyush Sahay",2009,Sensors,method_tech,4.0,"[""breath analysis"", ""laser spectroscopy"", ""GC-MS"", ""VOC biomarker"", ""TDLAS""]",探討呼氣分析的雷射光譜技術，並提及GC-MS。,10.3390/s91008230,https://doi.org/10.3390/s91008230,openalex,2026-04-04 18:08:28
806,"Exhaled breath analysis using electronic nose and gas chromatography–mass spectrometry for non-invasive diagnosis of chronic kidney disease, diabetes mellitus and healthy subjects","Tarik Saidi, Omar Zaim, Mohammed Moufid, Nezha El Bari, Radu Ionescu et al.",2017,Sensors and Actuators B Chemical,disease_chronic,4.0,"[""breath analysis"", ""chronic kidney disease"", ""diabetes mellitus"", ""GC-MS"", ""VOC""]",利用呼氣分析診斷慢性腎病、糖尿病及健康人群。,10.1016/j.snb.2017.10.178,https://doi.org/10.1016/j.snb.2017.10.178,openalex,2026-04-04 18:08:27
809,Effect of transportation and storage using sorbent tubes of exhaled breath samples on diagnostic accuracy of electronic nose analysis,"Marc P. van der Schee, Niki Fens, Paul Brinkman, Lieuwe D. J. Bos, Marina D' Angelo et al.",2012,Journal of Breath Research,method_tech,4.0,"[""breath analysis"", ""sorbent tubes"", ""eNose"", ""GC-MS"", ""storage""]",評估呼氣樣本儲存對電子鼻和GC-MS分析的影響。,10.1088/1752-7155/7/1/016002,https://doi.org/10.1088/1752-7155/7/1/016002,openalex,2026-04-04 18:08:27
798,Exhaled breath profiling for diagnosing acute respiratory distress syndrome,"Lieuwe D. J. Bos, Marcus J. Schultz, Peter J. Sterk",2014,BMC Pulmonary Medicine,infection,4.0,"[""breath analysis"", ""acute respiratory distress syndrome"", ""VOC biomarker"", ""respiratory disease"", ""GC-MS""]",研究急性呼吸窘迫症候群的呼氣VOC分析方法。,10.1186/1471-2466-14-72,https://doi.org/10.1186/1471-2466-14-72,openalex,2026-04-04 18:08:26
800,Toward Continuous Monitoring of Breath Biochemistry: A Paper-Based Wearable Sensor for Real-Time Hydrogen Peroxide Measurement in Simulated Breath,"Daniela Maier, E. Laubender, Abhiraj Basavanna, Stefan Schumann, Firat Güder et al.",2019,ACS Sensors,voc_breath,4.0,"[""breath analysis"", ""hydrogen peroxide"", ""lung diseases"", ""wearable sensor"", ""real-time monitoring""]",開發可穿戴式感測器，用於連續監測呼氣中的過氧化氫。,10.1021/acssensors.9b01403,https://doi.org/10.1021/acssensors.9b01403,openalex,2026-04-04 18:08:26
786,"Applications of Electronic-Nose Technologies for Noninvasive Early Detection of Plant, Animal and Human Diseases",A. D. Wilson,2018,Chemosensors,sensor_hardware,4.0,"[""electronic nose"", ""e-nose"", ""VOC"", ""disease diagnostics"", ""gas sensing""]",綜述電子鼻技術在疾病診斷中的應用，涵蓋植物、動物和人類。,10.3390/chemosensors6040045,https://doi.org/10.3390/chemosensors6040045,openalex,2026-04-04 18:08:25
793,Ion mobility spectrometry for microbial volatile organic compounds: a new identification tool for human pathogenic bacteria,"Melanie Jünger, Wolfgang Vautz, Martin Kuhns, Lena Kristina Hofmann, Siobhán Ulbricht et al.",2012,Applied Microbiology and Biotechnology,infection,4.0,"[""VOC"", ""bacterial identification"", ""IMS"", ""infection diagnostics"", ""metabolome""]",利用IMS快速識別人體致病細菌的揮發性代謝物模式。,10.1007/s00253-012-3924-4,https://doi.org/10.1007/s00253-012-3924-4,openalex,2026-04-04 18:08:25
779,<i>In vitro</i> cultured lung cancer cells are not suitable for animal-based breath biomarker detection,"Kristin Schallschmidt, Roland Becker, Hanna Zwaka, Randolf Menzel, Dorothea Johnen et al.",2015,Journal of Breath Research,disease_cancer,4.0,"[""lung cancer"", ""VOC"", ""GC-MS"", ""biomarker"", ""in vitro""]",研究細胞培養肺癌細胞的揮發性有機化合物，評估其作為生物標記物潛力。,10.1088/1752-7155/9/2/027103,https://doi.org/10.1088/1752-7155/9/2/027103,openalex,2026-04-04 18:08:24
781,MicroRNAs in exhaled breath condensate: A pilot study of biomarker detection for lung cancer,"Divyanjali Rai, Bijay Pattnaik, Sunil Bangaru, Naveen Kumar Bhatraju, Jaya Tak et al.",2023,Cancer Treatment and Research Communications,disease_cancer,4.0,"[""breath condensate"", ""lung cancer"", ""biomarker"", ""non-invasive"", ""EBC""]",呼氣冷凝物中miRNA作為肺癌診斷的潛在生物標記。,10.1016/j.ctarc.2023.100689,https://doi.org/10.1016/j.ctarc.2023.100689,openalex,2026-04-04 18:08:24
782,Early detection of lung cancer biomarkers in exhaled breath by modified armchair stanene nanoribbons,"Maedeh Mashhadbani, Edris Faizabadi",2023,Physical Chemistry Chemical Physics,voc_breath,4.0,"[""breath analysis"", ""lung cancer"", ""nanoribbons"", ""sensing"", ""VOC biomarker""]",研究利用新型材料感測呼氣中的肺癌生物標記物。,10.1039/d2cp04940f,https://doi.org/10.1039/d2cp04940f,openalex,2026-04-04 18:08:24
784,Polymer-Based Gas Sensors for Detection of Disease Biomarkers in Exhaled Breath,"Guangjie Shao, Yanjie Wang, Zhiqiang Lan, Jie Wang, Jian He et al.",2025,Biosensors,sensor_hardware,4.0,"[""polymer sensors"", ""e-nose"", ""disease biomarkers"", ""exhaled breath"", ""gas sensors""]",綜述了用於呼氣疾病生物標記檢測的聚合物氣體傳感器。,10.3390/bios16010007,https://doi.org/10.3390/bios16010007,openalex,2026-04-04 18:08:24
775,Detection of toluene traces in exhaled breath by using a 1D PC as a biomarker for lung cancer diagnosis,"Ashour M. Ahmed, Ahmed Mehaney, Hussein A. Elsayed",2021,The European Physical Journal Plus,disease_cancer,4.0,"[""breath analysis"", ""lung cancer"", ""VOC biomarker"", ""toluene"", ""diagnosis""]",利用呼氣中甲苯蹤跡，用於肺癌診斷的研究。,10.1140/epjp/s13360-021-01621-7,https://doi.org/10.1140/epjp/s13360-021-01621-7,openalex,2026-04-04 18:08:23
776,Advanced vapour sensing materials: Existing and latent to acoustic wave sensors for VOCs detection as the potential exhaled breath biomarkers for lung cancer,"Nurul Liyana Lukman Hekiem, Aliza Aini Md Ralib, Maziati Akmal Mohd Hatta, Farah B. Ahmad, Anis Nurashikin Nordin et al.",2021,Sensors and Actuators A Physical,disease_cancer,4.0,"[""lung cancer"", ""VOC biomarker"", ""breath analysis"", ""acoustic wave sensors"", ""exhaled breath""]",探討呼氣VOC作為肺癌診斷的潛在生物標記。,10.1016/j.sna.2021.112792,https://doi.org/10.1016/j.sna.2021.112792,openalex,2026-04-04 18:08:23
767,External ears for non-invasive and stable monitoring of volatile organic compounds in human blood,"Koji Toma, Shota Suzuki, Takahiro Arakawa, Yasuhiko Iwasaki, Kohji Mitsubayashi",2021,Scientific Reports,voc_liquid,4.0,"[""VOC"", ""skin"", ""ethanol"", ""transcutaneous"", ""sensor""]",研究外耳皮膚揮發性化合物監測，可作為血液VOC指標。,10.1038/s41598-021-90146-1,https://doi.org/10.1038/s41598-021-90146-1,openalex,2026-04-04 18:08:20
768,COVID‐19 sniffer dog experimental training: Which protocol and which implications for reliable sidentification?,"Silvia Angeletti, Francesco Travaglino, Silvia Spoto, Maria Chiara Pascarella, Giorgia Mansi et al.",2021,Journal of Medical Virology,infection,4.0,"[""COVID-19"", ""VOC"", ""sniffer dog"", ""training"", ""detection""]",訓練嗅探犬檢測COVID-19的揮發性有機化合物，具有潛在應用價值。,10.1002/jmv.27147,https://doi.org/10.1002/jmv.27147,openalex,2026-04-04 18:08:20
769,Classification of Human Gender from Sweat Odor using Electronic Nose with Machine Learning Methods,"Irzal Ahmad Sabilla, Zakiya Azizah Cahyaningtyas, Riyanarto Sarno, Asra Al Fauzi, Dedy Rahman Wijaya et al.",2021,,voc_liquid,4.0,"[""sweat"", ""gender"", ""electronic nose"", ""machine learning"", ""VOC""]",利用電子鼻和機器學習分類男女汗液氣味，並發現TMA差異。,10.1109/apwimob51111.2021.9435205,https://doi.org/10.1109/apwimob51111.2021.9435205,openalex,2026-04-04 18:08:20
772,Men and Women Classification at Night Through the Armpit Sweat Odor using Electronic Nose,"Irzal Ahmad Sabilla, Doni Putra Purbawa, Riyanarto Sarno, Asra Al Fauzi, Dedy Rahman Wijaya et al.",2021,,voc_liquid,4.0,"[""sweat"", ""electronic nose"", ""VOC"", ""classification"", ""gender""]",利用電子鼻分析腋窩汗液，區分男女，並推測女性罹患疾病風險。,10.1109/apwimob51111.2021.9435273,https://doi.org/10.1109/apwimob51111.2021.9435273,openalex,2026-04-04 18:08:20
773,Applications and Advances in Electronic-Nose Technologies,"A. D. Wilson, Manuela Baietto",2009,Sensors,sensor_hardware,4.0,"[""electronic nose"", ""sensor technology"", ""e-nose"", ""sensor array"", ""detection principles""]",回顧電子鼻技術的發展與應用，涵蓋感測器設計和系統整合。,10.3390/s90705099,https://doi.org/10.3390/s90705099,openalex,2026-04-04 18:08:20
758,Discovery of Volatile Biomarkers of Parkinson’s Disease from Sebum,"Drupad K. Trivedi, Eleanor Sinclair, Yun Xu, Depanjan Sarkar, Caitlin Walton‐Doyle et al.",2019,ACS Central Science,voc_liquid,4.0,"[""sebum"", ""Parkinson's Disease"", ""VOC biomarker"", ""metabolites"", ""odor""]",研究了帕金森氏症患者皮脂中的揮發性有機化合物。,10.1021/acscentsci.8b00879,https://doi.org/10.1021/acscentsci.8b00879,openalex,2026-04-04 18:08:19
760,Identification of a biomarker panel for improvement of prostate cancer diagnosis by volatile metabolic profiling of urine,"Ana Rita Lima, Joana Pinto, Ana Isabel Azevedo, Daniela Barros‐Silva, Cármen Jerónimo et al.",2019,British Journal of Cancer,voc_liquid,4.0,"[""urine"", ""biomarker"", ""prostate cancer"", ""VOC"", ""liquid biopsy""]",尿液揮發性代謝物分析，用於前列腺癌診斷的生物標記物識別。,10.1038/s41416-019-0585-4,https://doi.org/10.1038/s41416-019-0585-4,openalex,2026-04-04 18:08:19
762,Laser spectroscopy for breath analysis: towards clinical implementation,"Ben Henderson, Amir Khodabakhsh, Markus Metsälä, Irène Ventrillard, Florian M. Schmidt et al.",2018,Applied Physics B,method_tech,4.0,"[""breath analysis"", ""laser spectroscopy"", ""clinical application"", ""optical methods"", ""mass spectrometry""]",回顧了雷射光譜分析呼氣成分的技術發展與臨床應用。,10.1007/s00340-018-7030-x,https://doi.org/10.1007/s00340-018-7030-x,openalex,2026-04-04 18:08:19
757,The Human Urine Metabolome,"Souhaila Bouatra, Farid Aziat, Rupasri Mandal, An Chi Guo, Michael Wilson et al.",2013,PLoS ONE,voc_liquid,4.0,"[""urine"", ""metabolomics"", ""GC-MS"", ""LC-MS/MS"", ""liquid biopsy""]",研究了人尿液中的代謝體，使用了多種分析方法。,10.1371/journal.pone.0073076,https://doi.org/10.1371/journal.pone.0073076,openalex,2026-04-04 18:08:18
742,"Dependence of exhaled breath composition on exogenous factors, smoking habits and exposure to air pollutants","Wojciech Filipiak, Veronika Ruzsányi, Paweł Mochalski, Anna Filipiak, Amel Bajtarevic et al.",2012,Journal of Breath Research,voc_breath,4.0,"[""breath analysis"", ""VOC"", ""GC-MS"", ""smoking"", ""air pollution""]",研究了吸煙、空氣污染對呼氣成分的影響，並分析了266種化合物。,10.1088/1752-7155/6/3/036008,https://doi.org/10.1088/1752-7155/6/3/036008,openalex,2026-04-04 18:08:16
